Cluster Name,Gaia DR3 Name,Membership Probability,Right Ascension (deg),Declination (deg),parallax (milli-arcseconds),GAIA g apparent mag,GAIA colour bp - rp
NGC_2682,604906840397140000,0.90411112,133.0479789,11.81,1.175,17.756857,1.972655
NGC_2682,604906599878984000,0.90297906,132.9949273,11.8,1.181,15.329978,1.05095
NGC_2682,604904641373911000,0.90297906,132.9703186,11.74,1.197,15.4304495,1.048904
NGC_2682,604913952863075000,0.90016037,132.722631,11.74,1.156,13.447743,0.810899
NGC_2682,604915086734257000,0.89698592,132.6606651,11.78,1.16,15.228779,1.025258
NGC_2682,604920275054846000,0.89693612,132.9720483,11.91,1.138,14.4128,0.867242
NGC_2682,604903232624649000,0.89679816,132.9711692,11.68,1.159,13.2109785,0.759276
NGC_2682,604917281461922000,0.89474035,132.8355776,11.77,1.145,13.042321,0.7532665
NGC_2682,604912471098639000,0.89163074,132.6833599,11.71,1.134,15.465085,1.070329
NGC_2682,604915705209528000,0.89131929,132.736048,11.83,1.17,14.480405,0.866675
NGC_2682,604916559907415000,0.89104642,132.8999925,11.78,1.146,12.513201,0.88265
NGC_2682,604914536978620000,0.89071922,132.7467493,11.77,1.215,13.296779,0.792279
NGC_2682,604914223445164000,0.88989113,132.6982864,11.76,1.185,13.770675,0.7502855
NGC_2682,604911204083987000,0.88882416,132.8102145,11.74,1.177,15.467181,1.066737
NGC_2682,604906256281593000,0.88725305,133.0400139,11.78,1.175,13.884225,0.767593
NGC_2682,604911509025877000,0.88562001,132.7700629,11.77,1.13,13.367362,0.779425
NGC_2682,604905500367350000,0.88493615,133.0472344,11.76,1.201,12.695327,0.968417
NGC_2682,604969546919529000,0.88488546,132.7566329,11.94,1.152,14.743149,0.92878
NGC_2682,604917281461920000,0.8842317,132.8337998,11.78,1.17,12.624251,0.729064
NGC_2682,604913952863074000,0.88279369,132.7281452,11.74,1.151,16.823189,1.576215
NGC_2682,604915395971901000,0.88146691,132.6534153,11.8,1.143,14.457218,1.002803
NGC_2682,604969203322164000,0.88071885,132.7004148,11.91,1.128,13.95246,0.79318
NGC_2682,604915086734256000,0.88006467,132.6620251,11.78,1.163,15.181992,1.140488
NGC_2682,604911547681374000,0.87868937,132.7806082,11.77,1.121,15.154757,0.995465
NGC_2682,604909000764936000,0.87765973,132.7211026,11.67,1.141,13.522219,0.742528
NGC_2682,604914846216262000,0.8753298,132.7435015,11.8,1.209,15.468982,1.090477
NGC_2682,604918179110924000,0.87527592,132.8856905,11.84,1.177,12.182929,0.338476
NGC_2682,604922267919527000,0.87326691,132.8038002,11.9,1.109,15.309071,1.032603
NGC_2682,604920786155389000,0.87326691,132.7839531,11.83,1.095,15.321573,1.0133105
NGC_2682,604922027401374000,0.87248846,132.7616943,11.88,1.139,16.334093,1.359346
NGC_2682,604903198264918000,0.87209747,132.9573595,11.67,1.16,14.414763,1.0019435
NGC_2682,604914189085427000,0.87205362,132.6985434,11.75,1.191,12.577873,0.659756
NGC_2682,604919927161960000,0.8713442,132.9402714,11.9,1.165,16.37992,1.654783
NGC_2682,604920824810534000,0.8705652,132.7833006,11.83,1.218,15.237194,1.108387
NGC_2682,604904538294705000,0.87049484,132.9364128,11.75,1.185,13.221856,0.727225
NGC_2682,604920717435744000,0.86950642,132.8138845,11.84,1.118,12.653306,0.733262
NGC_2682,604917491915139000,0.86950642,132.8327257,11.78,1.118,16.010382,1.06544
NGC_2682,604904022898639000,0.86901603,132.9360037,11.7,1.155,13.069575,0.7319745
NGC_2682,604902923387008000,0.86869554,132.9744811,11.65,1.132,14.349534,0.831963
NGC_2682,604919209902956000,0.86837574,132.9941076,11.87,1.157,15.070633,0.994979
NGC_2682,604920202039656000,0.86837574,132.9979617,11.92,1.158,10.210122,1.234161
NGC_2682,604919583564564000,0.86832509,132.9619356,11.87,1.149,15.614151,1.132951
NGC_2682,604916181950394000,0.86453601,132.8848043,11.74,1.107,17.251703,1.722199
NGC_2682,604923367432824000,0.86197207,132.9328141,11.95,1.178,10.234691,1.247069
NGC_2682,604922817675316000,0.86131293,132.8868088,11.9,1.123,14.96619,0.965425
NGC_2682,604917594995373000,0.85996714,132.8211976,11.8,1.162,9.921911,1.40088
NGC_2682,604916254965495000,0.85978218,132.9147056,11.75,1.195,15.112006,0.995553
NGC_2682,604897631987335000,0.85965324,132.8602897,11.64,1.144,13.536232,0.739093
NGC_2682,604917659419034000,0.85954678,132.8580873,11.82,1.143,13.090845,0.745977
NGC_2682,604916736001826000,0.85865196,132.9185191,11.78,1.147,13.696044,0.7554875
NGC_2682,604905633510610000,0.85703256,133.068684,11.79,1.156,14.694768,0.904541
NGC_2682,604911410242411000,0.85646219,132.8222912,11.77,1.111,13.777426,0.76523
NGC_2682,604922474077955000,0.85641667,132.8004872,11.91,1.181,15.055208,0.965624
NGC_2682,604922229264424000,0.8553887,132.7883457,11.89,1.113,17.073603,1.668307
NGC_2682,604910340794780000,0.85448122,132.8215962,11.71,1.199,14.357657,0.886009
NGC_2682,604969168962428000,0.85186301,132.6930743,11.91,1.139,13.475734,0.812364
NGC_2682,604920786155224000,0.85183878,132.7717921,11.83,1.171,13.612037,0.754192
NGC_2682,604916598562886000,0.85015438,132.874874,11.77,1.099,17.125044,1.645091
NGC_2682,604917934296937000,0.84999131,132.9134131,11.83,1.195,12.105291,0.738227
NGC_2682,604921374566325000,0.84912366,132.8319915,11.87,1.142,13.745495,0.819188
NGC_2682,604910207651567000,0.84871235,132.8602031,11.71,1.092,16.25116,1.315282
NGC_2682,604915739569261000,0.84830827,132.7543611,11.84,1.195,12.544513,0.914318
NGC_2682,604921134048350000,0.84646061,132.8334417,11.85,1.112,14.146556,0.825965
NGC_2682,604902923387005000,0.84629061,132.9797563,11.66,1.152,14.207137,0.8176455
NGC_2682,604913815423941000,0.84582412,132.6412913,11.77,1.164,12.722943,0.70821
NGC_2682,604923023833744000,0.84530519,132.8872286,11.91,1.158,15.51013,1.104503
NGC_2682,604903576222016000,0.84499808,133.0136641,11.71,1.139,15.073325,0.986717
NGC_2682,604921065328867000,0.84495269,132.8537593,11.84,1.086,18.437265,2.263482
NGC_2682,604902923387006000,0.84449586,132.9838334,11.65,1.136,14.014649,0.7984825
NGC_2682,604896635554923000,0.84438942,132.8839408,11.6,1.157,13.151058,0.746114
NGC_2682,604922336638992000,0.8442601,132.8386859,11.9,1.112,15.92281,1.258228
NGC_2682,604920923594173000,0.8442601,132.8066503,11.84,1.085,12.152578,0.848708
NGC_2682,604917732434325000,0.84183451,132.8456268,11.82,1.186,13.152652,0.627044
NGC_2682,604906428080284000,0.84077372,133.035156,11.8,1.135,14.541533,0.882256
NGC_2682,604917594995372000,0.84012731,132.8210048,11.81,1.231,17.062658,1.729016
NGC_2682,604916598562884000,0.83966683,132.8839472,11.77,1.198,15.982876,1.407257
NGC_2682,604918900665306000,0.83911953,133.0304044,11.86,1.166,18.47079,2.143743
NGC_2682,604918213472162000,0.83834962,132.8929312,11.85,1.166,10.87859,0.340228
NGC_2682,604917148318675000,0.83834962,132.9310354,11.81,1.15,15.486406,1.0956535
NGC_2682,604915018014971000,0.83630077,132.671205,11.76,1.14,18.191492,2.269238
NGC_2682,604897833850019000,0.8361743,132.8494072,11.65,1.173,14.370622,0.845498
NGC_2682,604895089366706000,0.83310422,132.8497691,11.58,1.139,13.862155,0.886634
NGC_2682,604917972952399000,0.8317027,132.9058084,11.83,1.178,12.437181,0.761727
NGC_2682,604904263416797000,0.8311878,132.9522924,11.73,1.205,16.714752,1.51865
NGC_2682,604916697346489000,0.82973609,132.9368179,11.78,1.148,17.62397,1.806839
NGC_2682,604909241283212000,0.82915759,132.686835,11.67,1.137,16.064222,1.266779
NGC_2682,604909726615246000,0.82828282,132.8096959,11.69,1.139,14.329582,0.82022
NGC_2682,604922748956025000,0.82705795,132.8990278,11.89,1.137,12.008891,1.151735
NGC_2682,604906565519358000,0.82686653,132.985721,11.79,1.147,14.223176,0.814159
NGC_2682,604898314886416000,0.82579469,132.8570522,11.68,1.155,19.17784,2.536009
NGC_2682,604917972952400000,0.8256374,132.9030148,11.83,1.105,15.30027,1.037301
NGC_2682,604914949295285000,0.82487539,132.7437195,11.81,1.147,15.358693,1.056809
NGC_2682,604922886394970000,0.82278659,132.9281105,11.91,1.126,16.897709,1.572332
NGC_2682,604897288389929000,0.82167049,132.9371487,11.65,1.159,13.410427,0.7338
NGC_2682,604969306401374000,0.81900154,132.7111608,11.93,1.196,15.87026,1.203242
NGC_2682,604909657895768000,0.81854463,132.8293066,11.67,1.173,13.576005,0.739565
NGC_2682,604910551248952000,0.81842896,132.8428132,11.74,1.148,16.039473,1.258883
NGC_2682,604921512005266000,0.81755496,132.8590473,11.9,1.185,10.205753,1.2274215
NGC_2682,604971402345381000,0.81716675,132.7903436,11.99,1.141,13.618245,0.749199
NGC_2682,604911405946776000,0.81653241,132.8185821,11.77,1.1,18.856638,2.1263
NGC_2682,604920481213271000,0.81512853,132.9721174,11.94,1.175,14.3154955,0.979045
NGC_2682,604898456621038000,0.81331286,132.8856839,11.7,1.16,14.370695,0.977824
NGC_2682,604969718719902000,0.81161814,132.7377255,11.95,1.139,14.778589,0.917783
NGC_2682,604905599150997000,0.81049405,133.0599879,11.78,1.153,15.46716,1.262434
NGC_2682,604973017253074000,0.80917297,132.7877053,12.05,1.153,13.56774,0.741019
NGC_2682,604971161827217000,0.8090409,132.786842,11.96,1.148,14.0869055,0.7771045
NGC_2682,604912745976558000,0.80891384,132.6584872,11.74,1.185,16.021338,1.233378
NGC_2682,604914502618876000,0.80792409,132.7650165,11.78,1.146,19.300303,2.594651
NGC_2682,604917453260607000,0.8068826,132.8695197,11.8,1.127,13.629351,0.850503
NGC_2682,604915773929008000,0.80592503,132.721382,11.83,1.13,15.156463,0.994037
NGC_2682,604920549932809000,0.80456694,132.8116873,11.82,1.105,15.164518,1.007315
NGC_2682,604923126912959000,0.80443447,132.8835424,11.92,1.191,13.500302,0.8039
NGC_2682,604921855602676000,0.80412419,132.7800559,11.88,1.132,12.407134,0.894021
NGC_2682,604923607949287000,0.80290752,132.9065261,11.95,1.136,14.259432,0.83947
NGC_2682,604916048806915000,0.80192666,132.7066343,11.85,1.123,15.971808,1.492474
NGC_2682,604970131035099000,0.80141539,132.6899512,11.93,1.133,16.981943,1.628269
NGC_2682,604970096675364000,0.80042848,132.671747,11.94,1.169,15.46138,1.09257
NGC_2682,604969787437705000,0.80017037,132.7265958,11.94,1.124,12.633916,0.726185
NGC_2682,604921202767812000,0.79832989,132.8743623,11.86,1.117,13.17651,0.658375
NGC_2682,604964083721160000,0.79718495,132.6459317,11.9,1.138,16.56899,1.517259
NGC_2682,604914021582551000,0.79711795,132.7178854,11.75,1.205,14.465743,0.851836
NGC_2682,604917934296937000,0.79525993,132.9263714,11.84,1.196,11.352173,1.198741
NGC_2682,604916701642080000,0.79494693,132.943349,11.77,1.14,13.249134,0.735387
NGC_2682,604906148906681000,0.79305999,133.0925475,11.82,1.187,14.705977,0.956413
NGC_2682,604907115275047000,0.79303576,133.0308582,11.84,1.141,13.080602,0.765474
NGC_2682,604919244262692000,0.79295429,133.0021341,11.87,1.172,15.048021,0.972624
NGC_2682,604972467498966000,0.78953638,132.7403232,12.01,1.156,15.532838,1.092199
NGC_2682,604916976519989000,0.78789038,132.9228452,11.79,1.172,13.944253,0.80461
NGC_2682,604908863325983000,0.78776139,132.6770324,11.66,1.156,13.282914,0.742955
NGC_2682,604962743691561000,0.78733507,132.6293202,11.85,1.173,16.481094,1.393231
NGC_2682,604911135364520000,0.78600144,132.7584909,11.76,1.119,14.785978,0.920076
NGC_2682,604923607949288000,0.7855335,132.9015546,11.95,1.151,13.826932,0.770517
NGC_2682,604970990028536000,0.78481423,132.7250543,12.01,1.13,15.073603,0.996581
NGC_2682,604920584292553000,0.78359109,132.7984593,11.81,1.158,13.630787,0.762334
NGC_2682,604921202767814000,0.78320993,132.8660752,11.86,1.159,14.422542,0.984794
NGC_2682,604969134602864000,0.78234161,132.7400352,11.92,1.135,13.237873,0.738507
NGC_2682,604970921309069000,0.78179181,132.7017045,12,1.141,15.21902,1.0431955
NGC_2682,604962331374513000,0.78119149,132.6387559,11.82,1.159,14.28375,0.847695
NGC_2682,604920000176938000,0.78071195,132.9841648,11.89,1.118,14.852621,0.949583
NGC_2682,604921164112525000,0.77991772,132.8532892,11.86,1.178,18.32361,2.153209
NGC_2682,604917388836867000,0.77969817,132.8706687,11.8,1.132,15.419273,1.222293
NGC_2682,604921030968953000,0.77810725,132.808177,11.86,1.133,17.45398,2.047613
NGC_2682,604921885666815000,0.77740244,132.734643,11.86,1.167,13.959219,0.78636
NGC_2682,604921713868337000,0.77686566,132.7646788,11.86,1.116,16.698328,1.513865
NGC_2682,604905534727083000,0.77657552,133.065867,11.78,1.197,14.7921715,0.91914
NGC_2682,604909726615246000,0.77603615,132.8159657,11.68,1.122,14.613161,0.882667
NGC_2682,604917972952402000,0.77577514,132.9015906,11.83,1.087,16.68003,1.768659
NGC_2682,604900449485822000,0.77319151,133.0474329,11.68,1.147,14.074452,0.793841
NGC_2682,604897558972113000,0.77226808,132.8691637,11.64,1.173,14.749684,0.980345
NGC_2682,604897838145767000,0.77226808,132.8465733,11.65,1.191,14.740636,0.926777
NGC_2682,604903026466308000,0.7718502,132.9792579,11.68,1.162,13.872696,0.8768215
NGC_2682,604919480485159000,0.77023364,132.9264657,11.86,1.215,10.972071,1.225104
NGC_2682,604914945000917000,0.76955934,132.746037,11.82,1.094,16.072231,1.131813
NGC_2682,604911685120319000,0.76929337,132.8091032,11.79,1.207,17.797817,1.934869
NGC_2682,604921821242946000,0.76879779,132.7624199,11.87,1.123,14.795678,0.930332
NGC_2682,604922985178465000,0.76831454,132.8724843,11.9,1.105,12.686858,0.764399
NGC_2682,604924290848519000,0.76787351,132.8290049,11.97,1.162,12.04278,1.138923
NGC_2682,604912406674856000,0.76777056,132.6919981,11.72,1.126,12.97168,0.743181
NGC_2682,604900277687128000,0.76033516,133.0647473,11.67,1.153,15.692035,1.273489
NGC_2682,604969753079639000,0.75962265,132.7496613,11.94,1.11,15.432634,1.070521
NGC_2682,605001054799578000,0.75827979,132.7272463,12.17,1.142,16.82277,1.546073
NGC_2682,604989372488540000,0.75827979,132.6959276,12.17,1.14,12.497732,0.848199
NGC_2682,604976315787962000,0.75827979,132.7382901,12.09,1.116,13.82129,0.765037
NGC_2682,604920549932807000,0.75786068,132.8186065,11.82,1.184,17.32688,1.752853
NGC_2682,604903713660959000,0.75759043,133.044714,11.73,1.182,10.640092,0.140171
NGC_2682,604971093107735000,0.75743492,132.8052075,11.96,1.148,16.481857,1.409674
NGC_2682,604910443873994000,0.75501723,132.8263507,11.72,1.133,13.27827,0.748207
NGC_2682,604969267746270000,0.7549908,132.6899411,11.93,1.158,15.563312,1.124447
NGC_2682,604897631987338000,0.75454738,132.8550103,11.64,1.148,15.014009,0.96695
NGC_2682,604922886394972000,0.75388726,132.9217374,11.91,1.205,12.646031,0.739639
NGC_2682,604962365734256000,0.75263883,132.6123999,11.81,1.138,13.184756,0.7799175
NGC_2682,604973085972551000,0.75168836,132.7695334,12.07,1.149,13.405049,0.743689
NGC_2682,604943880195096000,0.75140984,133.0016787,11.94,1.169,14.196356,0.83212
NGC_2682,604971058748016000,0.75074217,132.7156526,12.01,1.156,13.298922,0.741217
NGC_2682,604893405739515000,0.75051015,132.9096681,11.57,1.148,16.54981,1.455069
NGC_2682,604904263416796000,0.74873325,132.9540253,11.73,1.199,15.079404,0.986605
NGC_2682,604918591427681000,0.74795363,132.9526148,11.82,1.085,10.866512,0.27564
NGC_2682,604964354309370000,0.74770717,132.6205365,11.92,1.143,17.799356,1.934354
NGC_2682,604906153202365000,0.74768701,133.0945431,11.81,1.142,14.483813,0.866255
NGC_2682,604907252713995000,0.74556405,133.0595343,11.85,1.152,14.032978,0.921179
NGC_2682,604894913272262000,0.74536248,132.8662182,11.58,1.129,14.774575,0.916579
NGC_2682,604911547681373000,0.7452255,132.7859442,11.77,1.119,13.283351,0.732994
NGC_2682,604970783870103000,0.74457256,132.7436753,11.99,1.143,14.074816,0.824621
NGC_2682,604919450421136000,0.74411153,132.9513065,11.85,1.204,12.359346,0.830658
NGC_2682,604915189813464000,0.74400702,132.6985515,11.8,1.117,13.46944,0.727513
NGC_2682,604930509961364000,0.74376535,133.1164684,11.87,1.153,17.278978,1.710426
NGC_2682,604918243534758000,0.74345118,132.8707291,11.85,1.055,17.047455,1.655493
NGC_2682,604897219670463000,0.74293568,132.900602,11.65,1.171,13.775511,0.774352
NGC_2682,604894638394356000,0.7401111,132.8084708,11.56,1.164,13.169649,0.725646
NGC_2682,604917354477128000,0.73992141,132.8745559,11.79,1.167,9.234212,1.487131
NGC_2682,604969031523466000,0.73933709,132.733312,11.9,1.185,13.502274,0.741765
NGC_2682,604969615639180000,0.7392746,132.7880497,11.95,1.118,14.3914585,0.84457
NGC_2682,604918041671892000,0.7387649,132.860461,11.82,1.148,13.336247,0.754703
NGC_2682,604899826720145000,0.73863583,133.0392371,11.65,1.121,14.867337,0.944172
NGC_2682,604970508992220000,0.73722338,132.6662124,11.98,1.147,15.466809,1.079363
NGC_2682,604907110979353000,0.73641661,133.032698,11.83,1.166,13.701042,0.755659
NGC_2682,604977106061962000,0.73431451,132.6603892,12.13,1.139,13.014684,0.741929
NGC_2682,604963637044571000,0.73424265,132.6013955,11.88,1.126,15.127704,0.973228
NGC_2682,604961163143415000,0.73424265,132.5838118,11.82,1.16,13.447599,0.730466
NGC_2682,604977552738540000,0.73420147,132.7188345,12.15,1.125,15.258637,1.003876
NGC_2682,604924531366686000,0.73285162,132.9282607,11.99,1.171,13.897799,0.789175
NGC_2682,604948583183813000,0.73285162,132.9933693,12.04,1.161,18.03675,2.06645
NGC_2682,604914605698087000,0.73222398,132.7767793,11.79,1.221,16.073326,1.273499
NGC_2682,604964083721159000,0.7321716,132.6541042,11.9,1.149,14.227486,1.010293
NGC_2682,604904057258373000,0.73173784,132.9462039,11.71,1.126,15.0919895,0.975783
NGC_2682,604921958681906000,0.73142105,132.7320007,11.87,1.154,11.829176,0.763709
NGC_2682,605001329677769000,0.73117295,132.8021731,12.19,1.132,14.222943,0.8348275
NGC_2682,604989441208018000,0.73117295,132.6898618,12.18,1.133,14.462305,1.000198
NGC_2682,604988784077232000,0.73111963,132.6244306,12.14,1.149,12.430536,0.780821
NGC_2682,604969237681905000,0.73096297,132.690945,11.91,1.119,16.292366,1.525479
NGC_2682,604904297776552000,0.73051323,132.9113613,11.71,1.1,13.978698,0.777169
NGC_2682,604911307163200000,0.72860007,132.8237943,11.74,1.093,14.99642,1.168843
NGC_2682,604921855602676000,0.7284725,132.7812708,11.88,1.117,13.732728,0.768286
NGC_2682,604963602684834000,0.72847033,132.5974177,11.87,1.162,14.47016,1.007678
NGC_2682,604919239966986000,0.72844846,132.9984391,11.88,1.195,12.670234,0.753535
NGC_2682,604920927889742000,0.72740226,132.8007665,11.84,1.079,14.672547,0.966046
NGC_2682,604913536250548000,0.72693566,132.6590875,11.76,1.12,16.767925,1.54091
NGC_2682,604942505805554000,0.72685475,133.0643475,11.88,1.182,14.340963,0.839372
NGC_2682,604910860486614000,0.72405406,132.7739358,11.73,1.134,13.871636,0.868475
NGC_2682,604904572654435000,0.72389286,132.9748912,11.72,1.149,15.931609,1.234532
NGC_2682,604922096120853000,0.72341236,132.7531291,11.89,1.086,14.606981,0.8953
NGC_2682,604976625025623000,0.72339819,132.692501,12.08,1.126,15.716153,1.152102
NGC_2682,604974322923167000,0.72339819,132.6681777,12.04,1.151,13.70182,0.742997
NGC_2682,604970990028536000,0.72061573,132.7266477,12.01,1.175,15.881221,1.331219
NGC_2682,604897906866824000,0.72049572,132.8365807,11.66,1.107,13.542055,0.750188
NGC_2682,604917663714774000,0.72022168,132.8576224,11.81,1.102,15.847855,1.253263
NGC_2682,604909142499705000,0.71993308,132.7527897,11.68,1.117,15.142609,1.000298
NGC_2682,605000844345897000,0.71843866,132.7530834,12.16,1.099,16.365112,1.380758
NGC_2682,604918140455366000,0.71799268,132.8744591,11.84,1.065,14.182933,0.944943
NGC_2682,604905156769963000,0.71556875,133.077343,11.74,1.176,10.147911,1.228103
NGC_2682,604906221921860000,0.71466157,133.0212298,11.77,1.153,14.5953865,0.932053
NGC_2682,604911096708974000,0.7136623,132.7485084,11.74,1.133,14.423698,0.9910315
NGC_2682,604963052929006000,0.71032548,132.6772351,11.87,1.124,16.429888,1.370304
NGC_2682,604944086353519000,0.71030359,133.0137192,11.97,1.146,13.851966,0.782528
NGC_2682,604902167472727000,0.70960286,133.0778133,11.72,1.192,12.536666,0.739871
NGC_2682,604990368920963000,0.70958808,132.6441996,12.2,1.148,15.01497,0.97101
NGC_2682,604947865924536000,0.70935208,133.0252257,12.03,1.139,15.678186,1.148564
NGC_2682,604906702958193000,0.70763854,133.0089328,11.82,1.181,13.218655,0.746216
NGC_2682,604910650032497000,0.70763119,132.7686814,11.7,1.224,18.37458,2.531172
NGC_2682,604963362166650000,0.70757307,132.6694455,11.9,1.182,16.775558,1.573828
NGC_2682,598903953585549000,0.70742475,132.620852,11.64,1.142,13.646082,0.74067
NGC_2682,604920824810717000,0.70623336,132.7989806,11.83,1.059,15.109005,1.18663
NGC_2682,604916529843406000,0.70605257,132.892643,11.76,1.065,14.711714,1.05771
NGC_2682,605000024007420000,0.70583926,132.7682358,12.14,1.162,13.141925,0.765949
NGC_2682,604905534727086000,0.70579733,133.0559042,11.77,1.166,13.319092,0.648366
NGC_2682,604922920754524000,0.70561186,132.9042354,11.91,1.162,15.285419,1.046572
NGC_2682,604898211807206000,0.70489222,132.9100062,11.69,1.223,16.116764,1.378141
NGC_2682,604920756091231000,0.70319215,132.8260419,11.84,1.067,14.131107,0.8493165
NGC_2682,604910237715564000,0.70312254,132.8704002,11.72,1.075,15.241742,1.046906
NGC_2682,604898113023654000,0.70306139,132.9105738,11.67,1.114,17.071058,1.973342
NGC_2682,604923470510327000,0.70084692,132.9383638,11.95,1.194,13.429287,0.734348
NGC_2682,604971471064858000,0.70070964,132.7825782,11.99,1.115,15.526613,1.10299
NGC_2682,604969168962429000,0.70052085,132.6952391,11.9,1.088,15.128859,0.989759
NGC_2682,604977071702227000,0.70000735,132.6613273,12.12,1.159,17.647688,1.865122
NGC_2682,604892989126940000,0.69976957,133.0175687,11.6,1.156,15.832096,1.402007
NGC_2682,604909692255501000,0.69878447,132.8440542,11.68,1.226,16.955397,1.59072
NGC_2682,604904396560128000,0.69579974,132.9136617,11.73,1.205,16.13321,1.278012
NGC_2682,604910546953301000,0.69513563,132.8391115,11.73,1.233,16.618692,1.461619
NGC_2682,604903331408222000,0.69424222,132.9889956,11.69,1.125,18.459494,2.173304
NGC_2682,604969748782358000,0.6939905,132.7467723,11.94,1.196,13.085291,0.759443
NGC_2682,604915636490059000,0.6939706,132.7080628,11.82,1.213,12.689348,1.033496
NGC_2682,604963087288740000,0.6932459,132.695202,11.88,1.159,14.589741,0.974037
NGC_2682,604912368019295000,0.69288918,132.6686445,11.7,1.144,13.908649,0.76998
NGC_2682,604897047871749000,0.69267772,132.9726668,11.64,1.164,12.53787,0.749406
NGC_2682,604972089540121000,0.69265107,132.8553854,12.05,1.155,13.385247,1.279239
NGC_2682,604960235430489000,0.69239482,132.5609933,11.74,1.162,14.932814,0.957763
NGC_2682,604918179110923000,0.69222397,132.892687,11.85,1.107,13.5574465,0.7238355
NGC_2682,605000058367154000,0.6918171,132.7860556,12.15,1.121,17.05594,1.641287
NGC_2682,604896051439391000,0.69148845,132.7771908,11.6,1.149,14.38763,0.836771
NGC_2682,604908146067300000,0.69026731,132.7354783,11.64,1.186,13.981238,0.781577
NGC_2682,604918179110835000,0.68983139,132.8861179,11.84,1.067,15.50867,1.079985
NGC_2682,604974151124483000,0.68794646,132.6548734,12.02,1.158,15.813196,1.181487
NGC_2682,604947144370042000,0.68719128,132.9955066,12,1.17,15.38498,1.060473
NGC_2682,604999852208717000,0.68640163,132.834875,12.13,1.115,15.7027025,1.145461
NGC_2682,604918793290570000,0.68520162,132.971909,11.85,1.094,17.3723,1.918138
NGC_2682,604914159021501000,0.685042,132.7325343,11.76,1.2,17.884417,2.03662
NGC_2682,604908004332577000,0.6850111,132.7833797,11.64,1.218,14.309361,0.827994
NGC_2682,604962640612163000,0.68483417,132.5898482,11.84,1.141,14.345399,0.826995
NGC_2682,604919965817201000,0.68419364,132.9789357,11.88,1.107,15.524313,1.095713
NGC_2682,604996897271215000,0.68181929,132.8462329,12.13,1.137,14.842712,0.927038
NGC_2682,604895055006973000,0.68017098,132.8197044,11.58,1.149,16.043224,1.249424
NGC_2682,604904881892076000,0.67966844,132.968238,11.76,1.216,17.943571,1.948832
NGC_2682,604914949295476000,0.67938799,132.7458843,11.81,1.131,15.859119,1.23319
NGC_2682,604918282190042000,0.67896358,132.8965198,11.86,1.22,15.08917,0.99178
NGC_2682,598903678707639000,0.67842072,132.650412,11.62,1.129,15.931817,1.212357
NGC_2682,604917625065211000,0.67820188,132.8470297,11.8,1.252,16.08055,1.262461
NGC_2682,604916976519992000,0.67800322,132.9136407,11.8,1.116,16.762136,1.522251
NGC_2682,604895158086186000,0.67748457,132.8285289,11.59,1.129,15.8911495,1.20048
NGC_2682,604923848467468000,0.676935,132.8661519,11.93,1.15,13.1609125,0.786412
NGC_2682,604910310730777000,0.67590647,132.8600837,11.73,1.096,11.2497425,0.146823
NGC_2682,604896876073078000,0.67586342,132.9274627,11.61,1.11,16.339571,1.336703
NGC_2682,604977071702225000,0.67411762,132.660037,12.12,1.123,13.524892,0.734206
NGC_2682,604894264732996000,0.67238519,132.8241865,11.52,1.167,19.26282,2.423546
NGC_2682,598890106610992000,0.67238519,132.6657074,11.51,1.146,16.619219,1.605824
NGC_2682,598889213257786000,0.67238519,132.7420983,11.47,1.174,17.05509,1.629514
NGC_2682,604900651348634000,0.67070643,133.0599525,11.7,1.129,17.600506,1.781586
NGC_2682,604964079425765000,0.6700517,132.642859,11.9,1.106,17.611193,1.872666
NGC_2682,604971088812177000,0.66984264,132.8040507,11.95,1.176,14.285123,0.841541
NGC_2682,604920549932809000,0.66984246,132.8125078,11.81,1.246,17.08221,1.738178
NGC_2682,604971367985645000,0.66946516,132.7830938,11.98,1.136,14.5729265,0.880916
NGC_2682,604922233561476000,0.66931745,132.7945746,11.89,1.092,16.205864,1.322111
NGC_2682,604916598562882000,0.66875623,132.884868,11.78,1.084,14.407771,0.894407
NGC_2682,598890381488889000,0.66853707,132.7300187,11.52,1.178,13.999897,0.784973
NGC_2682,604907454576711000,0.66843654,132.7319135,11.59,1.181,13.221919,0.737328
NGC_2682,604975796096306000,0.66814814,132.7025477,12.06,1.13,13.497531,0.727112
NGC_2682,604930067580246000,0.66626553,133.2051351,11.87,1.152,13.348781,0.736677
NGC_2682,604903468852380000,0.66572466,133.0147766,11.69,1.135,12.572901,0.738394
NGC_2682,604916529843407000,0.6643973,132.8889354,11.77,1.192,14.979486,0.990252
NGC_2682,598890347129151000,0.66420744,132.7210229,11.52,1.169,13.230782,0.752396
NGC_2682,604911650760587000,0.66403138,132.7912662,11.77,1.163,14.37958,0.864151
NGC_2682,604915391677374000,0.66172227,132.6532971,11.8,1.114,18.372913,1.995464
NGC_2682,604907390153062000,0.66162417,132.7067784,11.59,1.197,10.960272,1.225247
NGC_2682,604902133112986000,0.66139635,133.0951808,11.72,1.216,19.31068,2.3568
NGC_2682,604950477264650000,0.66037235,132.9996787,12.08,1.197,12.646977,0.756738
NGC_2682,598890106610993000,0.66017899,132.6626496,11.5,1.172,16.00579,1.220062
NGC_2682,604907355793322000,0.65952254,132.7281074,11.59,1.192,16.543694,1.447083
