Cluster Name,Gaia DR3 Name,Membership Probability,Right Ascension (deg),Declination (deg),parallax (milli-arcseconds),GAIA g apparent mag,GAIA colour bp - rp,,,,,
NGC_2477,5538494301117970000,0.72226237,117.9213854,-38.57,0.6896,14.08268,0.876053,,,,,
NGC_2477,5538511137390070000,0.72207511,117.8284334,-38.43,0.6863,15.900357,1.151795,,,,,
NGC_2477,5538489456389180000,0.7220468,118.0489896,-38.67,0.7052,19.405102,2.29731,,,,,
NGC_2477,5538868169430220000,0.72191091,118.1560105,-38.5,0.6775,15.140013,1.079267,,,,,
NGC_2477,5538872597535010000,0.72181056,118.0656868,-38.4,0.7107,18.81652,1.951325,,,,,
NGC_2477,5538867069918600000,0.721775,118.1867174,-38.55,0.6479,16.998524,1.372221,,,,,
NGC_2477,5538493510837880000,0.72094971,117.9980221,-38.63,0.7285,16.469818,1.338825,,,,,
NGC_2477,5538866172268990000,0.720881,118.0639401,-38.56,0.7499,12.541243,0.867615,,,,,
NGC_2477,5538489628195790000,0.72037541,118.0814161,-38.66,0.6881,12.918129,0.727361,,,,,
NGC_2477,5538872842354610000,0.72007002,118.1242193,-38.39,0.6872,13.5033,0.900858,,,,,
NGC_2477,5538870059215870000,0.71995085,118.0787378,-38.45,0.6736,16.499304,1.296106,,,,,
NGC_2477,5538493957520820000,0.71992424,118.0051902,-38.56,0.6605,14.582648,0.874938,,,,,
NGC_2477,5538868375588630000,0.71985059,118.166475,-38.47,0.7132,16.61392,1.3537525,,,,,
NGC_2477,5538512614858730000,0.71942088,117.7749381,-38.33,0.6966,15.778589,1.078815,,,,,
NGC_2477,5538882424420970000,0.71912834,117.9737538,-38.44,0.6601,16.643414,1.333762,,,,,
NGC_2477,5538490693345690000,0.7191077,118.0272502,-38.61,0.7044,14.507052,0.9074575,,,,,
NGC_2477,5538884352866780000,0.71900337,117.9503046,-38.32,0.6835,15.014235,1.070351,,,,,
NGC_2477,5538866760680980000,0.71880575,118.1224613,-38.5,0.6616,14.164363,0.914891,,,,,
NGC_2477,5538506945502050000,0.71864888,117.9196681,-38.48,0.7376,12.418703,1.537653,,,,,
NGC_2477,5538495057032470000,0.71857892,117.9518361,-38.51,0.6842,16.124432,1.185848,,,,,
NGC_2477,5538871910340230000,0.71854497,118.205007,-38.4,0.6891,17.812305,1.629208,,,,,
NGC_2477,5538512168182140000,0.71817133,117.7269982,-38.37,0.7015,14.468734,0.82943,,,,,
NGC_2477,5537738455593720000,0.71791173,118.1205469,-38.73,0.6897,14.170857,1.0629615,,,,,
NGC_2477,5538488769200380000,0.71779647,118.048903,-38.72,0.6734,15.128259,1.101186,,,,,
NGC_2477,5538868341228880000,0.71779452,118.1820564,-38.46,0.6997,14.2051525,0.970305,,,,,
NGC_2477,5538490448521260000,0.71736908,118.0594901,-38.62,0.6748,11.874189,1.421278,,,,,
NGC_2477,5538873529549300000,0.71704343,118.317151,-38.45,0.6602,15.37086,1.18378,,,,,
NGC_2477,5538870952569130000,0.71690337,118.0222455,-38.45,0.6772,17.577654,1.54139,,,,,
NGC_2477,5538494782154550000,0.71685893,117.9804623,-38.53,0.6842,13.387391,0.740192,,,,,
NGC_2477,5538872979793530000,0.71673065,118.1521577,-38.36,0.678,13.84446,0.980768,,,,,
NGC_2477,5538868646164960000,0.71636906,118.2224987,-38.45,0.7223,15.195709,1.134675,,,,,
NGC_2477,5538115759880850000,0.716123,118.3359501,-38.55,0.6985,14.305917,1.044531,,,,,
NGC_2477,5537738043276500000,0.71602216,118.0969801,-38.76,0.6815,14.770538,1.179143,,,,,
NGC_2477,5538481588014900000,0.71595971,117.89594,-38.82,0.6987,14.009745,0.872081,,,,,
NGC_2477,5538883455212330000,0.71592223,117.9328059,-38.4,0.6709,17.333445,1.49533,,,,,
NGC_2477,5538511137390060000,0.71577,117.8298909,-38.42,0.6864,12.949979,0.7536,,,,,
NGC_2477,5538870157989990000,0.71553524,117.9812908,-38.52,0.6607,12.994061,0.710678,,,,,
NGC_2477,5538110086219980000,0.71496793,118.2806261,-38.73,0.7008,16.66392,1.434242,,,,,
NGC_2477,5538110193603300000,0.71492228,118.3003247,-38.72,0.6701,16.322277,1.354393,,,,,
NGC_2477,5538882905456550000,0.71485671,118.0299487,-38.39,0.6887,18.243671,1.783421,,,,,
NGC_2477,5538868478667800000,0.71485,118.2259104,-38.46,0.6476,16.575123,1.368032,,,,,
NGC_2477,5538511785920630000,0.71479865,117.7458427,-38.41,0.7251,19.101133,2.117345,,,,,
NGC_2477,5538486982493880000,0.71467595,117.9880151,-38.8,0.6828,16.980574,1.486534,,,,,
NGC_2477,5538870570310260000,0.71435912,117.9745655,-38.47,0.7057,17.569004,1.511211,,,,,
NGC_2477,5537738455593360000,0.71403075,118.1140864,-38.73,0.6853,15.927308,1.368618,,,,,
NGC_2477,5538864870895480000,0.71375957,118.1019555,-38.64,0.7431,17.512493,1.521287,,,,,
NGC_2477,5538866417083590000,0.71369604,118.1570367,-38.53,0.7003,12.007345,1.40917,,,,,
NGC_2477,5538869749978250000,0.71364998,118.0856591,-38.49,0.6907,14.693629,0.944851,,,,,
NGC_2477,5537738627392030000,0.71336052,118.112146,-38.7,0.6949,15.499046,1.212275,,,,,
NGC_2477,5538872631894740000,0.71334724,118.0506372,-38.4,0.714,18.28688,1.754617,,,,,
NGC_2477,5538488769200270000,0.71324898,118.0481891,-38.73,0.6613,14.032113,0.943811,,,,,
NGC_2477,5538866928177860000,0.71275994,118.2383724,-38.54,0.6877,16.39214,1.395963,,,,,
NGC_2477,5538512301316950000,0.71240288,117.7702876,-38.36,0.7133,19.378794,2.366453,,,,,
NGC_2477,5538871502324850000,0.71195862,118.1136996,-38.44,0.7117,11.873267,1.467659,,,,,
NGC_2477,5538489868705890000,0.71194064,118.0078717,-38.68,0.7195,14.953917,1.144613,,,,,
NGC_2477,5538494777848280000,0.71184804,117.9873598,-38.54,0.6626,12.072907,1.384489,,,,,
NGC_2477,5538869470798560000,0.71178775,118.0251183,-38.51,0.7154,17.746922,1.565517,,,,,
NGC_2477,5538504677759280000,0.71144968,117.8536787,-38.59,0.701,12.639699,1.013886,,,,,
NGC_2477,5538507735775990000,0.71141163,117.7989938,-38.47,0.6677,17.454575,1.518259,,,,,
NGC_2477,5538865008334400000,0.71118403,118.1230141,-38.61,0.6795,15.756833,1.074821,,,,,
NGC_2477,5538868409948360000,0.7110889,118.171944,-38.45,0.7159,13.007937,0.972023,,,,,
NGC_2477,5538865626809620000,0.71091022,118.151397,-38.56,0.6674,17.02255,1.513756,,,,,
NGC_2477,5538865386291430000,0.71091022,118.1961583,-38.58,0.6656,14.661757,1.068488,,,,,
NGC_2477,5538866451443350000,0.71091022,118.1381,-38.54,0.6683,14.647558,1.022219,,,,,
NGC_2477,5538871399245620000,0.71089638,118.1377262,-38.45,0.6717,13.580955,1.017246,,,,,
NGC_2477,5538866588882340000,0.71069147,118.0956506,-38.54,0.7253,16.785599,1.280929,,,,,
NGC_2477,5538884936982520000,0.71068778,118.0751607,-38.33,0.6997,15.601198,1.177199,,,,,
NGC_2477,5537737562240210000,0.71063142,118.175469,-38.74,0.6634,14.621937,1.120548,,,,,
NGC_2477,5538870368453660000,0.71030309,117.9713961,-38.51,0.6637,15.955839,1.150494,,,,,
NGC_2477,5538493682642920000,0.71026797,118.0234284,-38.58,0.7172,12.835946,0.788498,,,,,
NGC_2477,5538883768751620000,0.70918738,117.8898824,-38.38,0.6757,17.489603,1.509951,,,,,
NGC_2477,5538865008334400000,0.7086348,118.1281966,-38.62,0.6631,14.356372,0.857762,,,,,
NGC_2477,5538487085573110000,0.70843107,118.0269179,-38.77,0.6784,14.335461,1.085942,,,,,
NGC_2477,5538871811562450000,0.70820648,118.1665843,-38.42,0.698,14.070155,1.0416245,,,,,
NGC_2477,5538508045013570000,0.70792369,117.8901498,-38.43,0.6787,16.027905,1.207018,,,,,
NGC_2477,5538488666121070000,0.70689588,118.0432466,-38.74,0.6836,16.860195,1.449135,,,,,
NGC_2477,5538109987444870000,0.70678232,118.318117,-38.73,0.6881,11.949642,1.67457,,,,,
NGC_2477,5538115725521110000,0.70671331,118.3604722,-38.56,0.6914,13.342081,0.91549,,,,,
NGC_2477,5538866240983060000,0.70641775,118.1353933,-38.58,0.656,17.074175,1.339369,,,,,
NGC_2477,5538870123636650000,0.70595424,117.9986371,-38.51,0.6378,16.517052,1.220318,,,,,
NGC_2477,5538494713435100000,0.70595424,117.9478935,-38.55,0.6299,16.448137,1.20697,,,,,
NGC_2477,5538870986928870000,0.70594682,118.0053622,-38.44,0.7076,14.734797,1.095124,,,,,
NGC_2477,5538867752811690000,0.70594477,118.2579668,-38.48,0.6672,17.35312,1.504497,,,,,
NGC_2477,5538489417729720000,0.70577966,118.0757448,-38.68,0.6957,15.584899,1.300996,,,,,
NGC_2477,5538867997631520000,0.7056306,118.1721212,-38.5,0.6863,15.224215,1.097903,,,,,
NGC_2477,5538504815198240000,0.70542597,117.8048234,-38.59,0.7141,16.40729,1.226421,,,,,
NGC_2477,5538507662751680000,0.70542597,117.8090772,-38.48,0.7218,18.916739,1.92885,,,,,
NGC_2477,5538869097143370000,0.7048912,118.032545,-38.54,0.7262,12.102543,1.432346,,,,,
NGC_2477,5537738416927580000,0.70480096,118.1008504,-38.73,0.7019,18.115196,1.72459,,,,,
NGC_2477,5538488013285990000,0.70478497,117.9460678,-38.77,0.7001,15.537347,1.126475,,,,,
NGC_2477,5538491792857090000,0.70471083,117.894858,-38.65,0.7148,17.33558,1.52282,,,,,
NGC_2477,5538867997631530000,0.70465457,118.1630376,-38.5,0.6592,15.131179,1.046605,,,,,
NGC_2477,5538868440006450000,0.7046049,118.2123172,-38.48,0.6488,15.771443,1.191167,,,,,
NGC_2477,5538888785273030000,0.7045665,117.9485365,-38.28,0.6928,14.285425,0.931015,,,,,
NGC_2477,5538865420651390000,0.70436831,118.1512156,-38.59,0.6547,14.704269,0.924849,,,,,
NGC_2477,5538868478667810000,0.70430784,118.2258771,-38.47,0.7007,14.288336,1.021097,,,,,
NGC_2477,5538870574612060000,0.70429195,117.9789761,-38.46,0.7204,12.803566,0.9584,,,,,
NGC_2477,5538872155159820000,0.70403595,118.162607,-38.38,0.6982,11.266976,1.781192,,,,,
NGC_2477,5538879061467180000,0.70403595,118.2097519,-38.3,0.6815,16.89008,1.41835,,,,,
NGC_2477,5538868341229110000,0.70370683,118.1785097,-38.47,0.6778,16.7761,1.421259,,,,,
NGC_2477,5538507834550430000,0.70312993,117.8785504,-38.47,0.6673,15.777813,1.156859,,,,,
NGC_2477,5538883317773330000,0.70303226,117.9251555,-38.42,0.7214,16.933231,1.41519,,,,,
NGC_2477,5538870162295230000,0.70303146,117.978879,-38.52,0.7549,16.584929,1.247145,,,,,
NGC_2477,5538883253355430000,0.7030265,117.9885402,-38.36,0.7174,15.756511,1.263017,,,,,
NGC_2477,5538871807260980000,0.7028929,118.1564994,-38.41,0.6716,17.380642,1.533172,,,,,
NGC_2477,5538504883917300000,0.70285502,117.7895961,-38.57,0.6704,13.723982,0.835583,,,,,
NGC_2477,5538489250236630000,0.70266233,118.1042088,-38.7,0.7111,12.821915,0.840925,,,,,
NGC_2477,5538505914709870000,0.70246799,117.7673398,-38.54,0.7076,15.708557,1.161622,,,,,
NGC_2477,5538869097143320000,0.70239103,118.0346814,-38.56,0.7224,16.23488,1.151274,,,,,
NGC_2477,5538494056294620000,0.70235195,117.9044247,-38.61,0.7299,17.936192,1.606031,,,,,
NGC_2477,5538869440740650000,0.70221834,118.0562967,-38.51,0.6752,15.987034,1.138377,,,,,
NGC_2477,5538888991431450000,0.70217428,117.9523406,-38.25,0.6944,13.404846,0.812216,,,,,
NGC_2477,5538116236612660000,0.70149203,118.2546316,-38.58,0.6794,15.737124,1.180905,,,,,
NGC_2477,5538871158727520000,0.70128788,118.0340342,-38.41,0.6809,15.076485,1.110881,,,,,
NGC_2477,5538867963271810000,0.69997543,118.1520194,-38.52,0.6852,18.704872,1.935981,,,,,
NGC_2477,5538884181068100000,0.6998545,117.9187867,-38.35,0.6802,14.2510805,0.97879,,,,,
NGC_2477,5538883115916510000,0.69980804,117.9752676,-38.38,0.6731,15.973883,1.220928,,,,,
NGC_2477,5538491479319460000,0.69973724,117.9442767,-38.68,0.6559,16.697498,1.34742,,,,,
NGC_2477,5538868341228890000,0.69871325,118.1778144,-38.47,0.6718,15.758245,1.217826,,,,,
NGC_2477,5538871158727510000,0.69861587,118.0327861,-38.4,0.6556,14.735795,1.03379,,,,,
NGC_2477,5538866382723870000,0.6983624,118.1446448,-38.55,0.6863,14.84122,0.96827,,,,,
NGC_2477,5538866176565510000,0.69809977,118.0743507,-38.56,0.6998,10.41271,1.436176,,,,,
NGC_2477,5538871158727520000,0.69806335,118.0393838,-38.42,0.7226,16.571575,1.354699,,,,,
NGC_2477,5538882703599700000,0.69700343,117.9444885,-38.41,0.6778,16.026636,1.26064,,,,,
NGC_2477,5538506430098500000,0.69678653,117.8428774,-38.55,0.6942,19.165253,2.104793,,,,,
NGC_2477,5538511137390070000,0.6965644,117.8235073,-38.42,0.6886,13.796493,0.817586,,,,,
NGC_2477,5538865180133030000,0.69587265,118.1824553,-38.62,0.7324,13.441087,0.837047,,,,,
NGC_2477,5538491655418140000,0.69565924,117.8676915,-38.68,0.6975,14.89959,1.051089,,,,,
NGC_2477,5538868581747280000,0.6954486,118.2378436,-38.46,0.6653,14.540181,1.011721,,,,,
NGC_2477,5538887788840650000,0.69538079,117.8149285,-38.31,0.7,16.257423,1.195747,,,,,
NGC_2477,5538505742910750000,0.69533297,117.7984964,-38.55,0.6864,14.237109,0.873653,,,,,
NGC_2477,5538865729888930000,0.69525966,118.0933554,-38.61,0.6715,13.8291,0.834601,,,,,
NGC_2477,5538493991880690000,0.69525966,117.9837303,-38.57,0.6789,13.371842,0.788924,,,,,
NGC_2477,5538883493873700000,0.69472575,117.9176623,-38.4,0.6696,14.434022,0.980756,,,,,
NGC_2477,5538869337661490000,0.69425393,118.0119692,-38.54,0.6785,13.430729,0.753181,,,,,
NGC_2477,5538113148540820000,0.69420386,118.2387838,-38.71,0.7198,12.34612,1.607017,,,,,
NGC_2477,5538869784337960000,0.69418883,118.1017867,-38.48,0.6995,15.454981,1.094522,,,,,
NGC_2477,5538864836535690000,0.69400651,118.146148,-38.62,0.6501,15.358445,1.0408245,,,,,
NGC_2477,5538869131499190000,0.69384745,118.0603296,-38.56,0.6433,16.187826,1.526946,,,,,
NGC_2477,5538864763511090000,0.69381487,118.1521848,-38.63,0.7083,11.872273,1.409444,,,,,
NGC_2477,5538884936982520000,0.69322462,118.0868481,-38.33,0.6839,15.87146,1.224092,,,,,
NGC_2477,5538866756379230000,0.69302018,118.1309676,-38.51,0.764,18.380245,1.835911,,,,,
NGC_2477,5538868719185990000,0.69270181,118.1989354,-38.46,0.7315,16.256536,1.266583,,,,,
NGC_2477,5538493682642920000,0.6926214,118.0213026,-38.59,0.6669,13.296466,0.762527,,,,,
NGC_2477,5538866588878370000,0.69227556,118.0895964,-38.54,0.6389,19.985006,1.99299,,,,,
NGC_2477,5538113595217400000,0.69223046,118.2515586,-38.64,0.724,12.902623,1.075217,,,,,
NGC_2477,5538865386291430000,0.6920146,118.1899644,-38.57,0.6524,16.06779,1.228536,,,,,
NGC_2477,5538489490754750000,0.69184545,118.0540388,-38.68,0.6865,15.443623,1.107269,,,,,
NGC_2477,5538491758497380000,0.69179525,117.9224603,-38.66,0.7185,17.40355,1.52466,,,,,
NGC_2477,5538889055850140000,0.69172395,117.932487,-38.27,0.709,18.71661,1.924703,,,,,
NGC_2477,5538871639763770000,0.69139452,118.1356363,-38.41,0.7316,12.432743,1.630481,,,,,
NGC_2477,5538865863025920000,0.69138184,118.114013,-38.58,0.6568,18.67575,1.919004,,,,,
NGC_2477,5538870471532860000,0.69135557,117.9739018,-38.48,0.7175,12.980001,0.773836,,,,,
NGC_2477,5538871502324860000,0.69128678,118.1076582,-38.45,0.7469,16.621332,1.500853,,,,,
NGC_2477,5538871639763770000,0.69114602,118.1383782,-38.42,0.6578,17.039324,1.381132,,,,,
NGC_2477,5538491479314010000,0.69114585,117.9335179,-38.69,0.7129,16.186628,1.318115,,,,,
NGC_2477,5538865347626630000,0.69073714,118.1806149,-38.59,0.7305,12.209054,1.446922,,,,,
NGC_2477,5538110017499630000,0.69037221,118.3168256,-38.72,0.6751,17.852213,1.656085,,,,,
NGC_2477,5538869990496380000,0.69028913,118.1018348,-38.47,0.7149,16.411413,1.242301,,,,,
NGC_2477,5538117855824820000,0.68974744,118.4892858,-38.57,0.6806,13.963815,1.085152,,,,,
NGC_2477,5538493957520820000,0.6897013,118.0074504,-38.57,0.6846,12.7922325,0.630631,,,,,
NGC_2477,5538869578179720000,0.68963186,118.0966882,-38.52,0.761,17.21298,1.407581,,,,,
NGC_2477,5538866966839330000,0.68948747,118.2541614,-38.54,0.7136,16.477188,1.298039,,,,,
NGC_2477,5538884730827120000,0.68943717,118.0027638,-38.34,0.6967,17.460423,1.570517,,,,,
NGC_2477,5538868169430230000,0.689392,118.1478672,-38.51,0.7207,14.718004,1.020487,,,,,
NGC_2477,5538870639026320000,0.68934496,118.0369375,-38.48,0.6827,13.292233,0.745261,,,,,
NGC_2477,5538506017788640000,0.68927346,117.7760514,-38.53,0.6733,14.449726,0.9254645,,,,,
NGC_2477,5538113934509940000,0.68910947,118.1583789,-38.68,0.6838,17.346832,1.457831,,,,,
NGC_2477,5538115446337900000,0.68902727,118.3737601,-38.58,0.683,13.390671,1.089069,,,,,
NGC_2477,5538116309636710000,0.6889694,118.2516183,-38.56,0.6984,13.53536,0.89968,,,,,
NGC_2477,5538117237349560000,0.68891963,118.4690898,-38.64,0.688,13.994629,1.1323415,,,,,
NGC_2477,5538493991880690000,0.6887056,117.9760178,-38.57,0.7257,15.287501,1.002792,,,,,
NGC_2477,5538494232398520000,0.68805343,117.9434376,-38.59,0.6809,13.587152,0.819106,,,,,
NGC_2477,5538508113733090000,0.68784807,117.8490472,-38.45,0.6662,18.171354,1.714933,,,,,
NGC_2477,5538488249498530000,0.68778211,117.9609332,-38.72,0.6975,17.500694,1.862949,,,,,
NGC_2477,5537734225039460000,0.68770372,118.2011453,-38.8,0.6895,15.151402,1.255754,,,,,
NGC_2477,5538509419403210000,0.68740227,117.7298366,-38.45,0.7038,13.948369,0.806299,,,,,
NGC_2477,5538887410883510000,0.6866397,117.8778126,-38.31,0.717,12.375372,1.511057,,,,,
NGC_2477,5538865180133030000,0.68654778,118.1815122,-38.61,0.7359,18.220314,1.697141,,,,,
NGC_2477,5538872155159810000,0.68632486,118.1703903,-38.38,0.6911,14.889514,1.097032,,,,,
NGC_2477,5538871605404050000,0.68606646,118.1224166,-38.43,0.6881,12.902351,1.122261,,,,,
NGC_2477,5538868856624930000,0.68586756,118.2126665,-38.44,0.6683,14.025205,0.976351,,,,,
NGC_2477,5538869230283450000,0.68583596,118.0577899,-38.54,0.7443,17.95958,1.591293,,,,,
NGC_2477,5537737802758340000,0.68571404,118.0898796,-38.77,0.6467,15.601102,1.306468,,,,,
NGC_2477,5538504609039810000,0.68547342,117.8141338,-38.59,0.6898,14.728116,1.000437,,,,,
NGC_2477,5538869298999820000,0.68504172,118.0286286,-38.54,0.6441,18.376925,1.962411,,,,,
NGC_2477,5538869848758770000,0.68476949,118.0740271,-38.48,0.7162,12.168368,1.434012,,,,,
NGC_2477,5538870054914230000,0.68473138,118.0824204,-38.45,0.6574,16.936459,1.394368,,,,,
NGC_2477,5538490620319950000,0.68460593,118.0357552,-38.62,0.7186,12.084761,1.410765,,,,,
NGC_2477,5538490448521260000,0.68459324,118.0615079,-38.63,0.7243,11.995434,1.439547,,,,,
NGC_2477,5538490109230000000,0.68437385,118.0101999,-38.66,0.7163,15.155352,1.0891115,,,,,
NGC_2477,5538490040510720000,0.68376804,117.9788638,-38.67,0.657,15.350048,1.101652,,,,,
NGC_2477,5538885040061730000,0.68327125,118.0792675,-38.32,0.6878,16.849964,1.395613,,,,,
NGC_2477,5538874903938840000,0.68253764,118.2566581,-38.39,0.6578,16.080482,1.343562,,,,,
NGC_2477,5538864733456500000,0.6820489,118.1473658,-38.65,0.7215,15.201862,1.043584,,,,,
NGC_2477,5538490693345690000,0.68167072,118.0285899,-38.61,0.7163,16.077929,1.152317,,,,,
NGC_2477,5538488253804140000,0.68147181,117.9754832,-38.71,0.6613,14.545405,1.100173,,,,,
NGC_2477,5538121532316860000,0.68117702,118.3962457,-38.53,0.6667,15.72943,1.306202,,,,,
NGC_2477,5538508148092830000,0.68111414,117.8321085,-38.44,0.6752,14.237491,0.883728,,,,,
NGC_2477,5538866829396110000,0.68094911,118.2257806,-38.56,0.756,19.520452,2.212916,,,,,
NGC_2477,5538882737959410000,0.6809487,117.9933206,-38.44,0.6979,14.877589,1.034713,,,,,
NGC_2477,5538487978926200000,0.68085903,117.907863,-38.75,0.668,16.520164,1.433527,,,,,
NGC_2477,5538494575996180000,0.68079246,117.9021969,-38.55,0.7074,13.62731,0.766442,,,,,
NGC_2477,5538492956782800000,0.68058329,117.9541004,-38.67,0.7289,15.778121,1.249958,,,,,
NGC_2477,5538110056159210000,0.68046329,118.2862062,-38.74,0.6772,16.98889,1.537354,,,,,
NGC_2477,5538506945501940000,0.6801737,117.9358814,-38.48,0.7481,17.010874,1.368471,,,,,
NGC_2477,5538866245284950000,0.68015293,118.1281828,-38.58,0.6692,15.162085,0.953536,,,,,
NGC_2477,5538873117228200000,0.68006614,118.1059167,-38.36,0.7013,16.567009,1.334296,,,,,
NGC_2477,5538885280582930000,0.67992479,118.0503054,-38.31,0.6996,14.690414,1.074946,,,,,
NGC_2477,5538872670555960000,0.67952411,118.0618237,-38.38,0.6608,17.554314,1.550316,,,,,
NGC_2477,5538865175827940000,0.67892693,118.1798301,-38.61,0.7135,12.484544,0.8162645,,,,,
NGC_2477,5538493884495090000,0.67871372,117.9697192,-38.57,0.7219,12.073025,1.139571,,,,,
NGC_2477,5538868409948360000,0.67853546,118.1785985,-38.46,0.7098,12.873091,0.911752,,,,,
NGC_2477,5538492514411580000,0.67820683,117.8622086,-38.65,0.6817,16.212627,1.244727,,,,,
NGC_2477,5538493991880580000,0.6779764,117.975302,-38.56,0.6903,14.301212,0.935543,,,,,
NGC_2477,5538870093575750000,0.67784483,117.992447,-38.53,0.6609,16.71283,1.325691,,,,,
NGC_2477,5538866687659740000,0.67751216,118.1267871,-38.51,0.7007,16.15003,1.20273,,,,,
NGC_2477,5538505674191710000,0.67744113,117.7560269,-38.56,0.6775,15.915796,1.166878,,,,,
NGC_2477,5538865244550630000,0.67717925,118.1660407,-38.59,0.6922,18.02382,1.726839,,,,,
NGC_2477,5538506430105550000,0.67682556,117.8469949,-38.55,0.6927,14.313329,0.935031,,,,,
NGC_2477,5538868994064110000,0.67673784,118.0367459,-38.58,0.7211,16.444519,1.257114,,,,,
NGC_2477,5538112633144370000,0.6764228,118.2189435,-38.74,0.7001,16.766815,1.553588,,,,,
NGC_2477,5538870231014670000,0.67639825,118.017502,-38.51,0.702,15.002377,1.004669,,,,,
NGC_2477,5538494747794820000,0.67633678,117.9747,-38.55,0.7293,14.802732,0.935113,,,,,
NGC_2477,5538510995646630000,0.67632687,117.7933531,-38.42,0.7234,18.2154,1.732722,,,,,
NGC_2477,5538509385042940000,0.67632368,117.7139259,-38.47,0.6975,12.287605,1.447691,,,,,
NGC_2477,5538116137838030000,0.67597419,118.2442651,-38.59,0.6739,15.557581,1.163368,,,,,
NGC_2477,5538487257371760000,0.67578666,117.9641441,-38.78,0.7193,12.472767,1.00894,,,,,
NGC_2477,5538878198168740000,0.67565742,118.2159148,-38.34,0.7138,11.2425785,1.846596,,,,,
NGC_2477,5538865729888950000,0.67562992,118.084361,-38.61,0.7286,15.70417,1.132167,,,,,
NGC_2477,5538114724783400000,0.67558797,118.3025329,-38.66,0.6666,13.135493,1.196004,,,,,
