GAIA star id,Right Ascension (deg),Declination (deg),parallax (milliarcsseconds),GAIA g apparent mag,GAIA colour bp - rp
3735000631158990000,191.9813888,9.749354231,123.7756379,10.105141,2.7543068
3340477717172810000,85.54770759,12.48235992,172.6762311,10.11378,2.8699055
3864615459886220000,162.7129641,6.804489538,143.5390619,10.290781,2.8693
18565464288396400,39.07167733,6.878089898,138.437091,10.333128,2.8553162
1926461164913660000,355.4800153,44.1703757,316.4811868,10.379277,3.5294142
5559035514776710000,104.4364719,-44.29165131,124.3568945,10.381962,2.63978
999747822484300000,90.29510136,59.59306279,129.3014013,10.417205,2.7911243
5559035514779970000,104.4373295,-44.29139605,124.5695493,10.418207,2.6348133
2358524597030790000,18.13325425,-16.99615487,269.0573047,10.436525,3.1970692
4339465360510320000,253.8514203,-8.326576264,153.8753954,10.444497,2.7784386
1355264565043430000,257.3834721,43.68010581,131.599609,10.453175,2.8772593
6575069780231670000,330.626923,-37.08193914,130.4186009,10.46742,2.7553616
5140693571158730000,24.77155429,-17.94829989,367.7118962,10.507542,3.7529564
4719430087707860000,30.1604351,-55.96826051,121.7084482,10.557133,2.7857323
3187115498866670000,75.48680521,-6.948587409,186.0466278,10.649305,3.0327492
5700706729031120000,123.170435,-21.55502399,123.2032945,10.67168,2.9472322
76868614540049400,30.05898705,13.0440712,223.7320872,10.681062,3.188181
6663600360560300000,290.2041163,-45.57110617,169.2350847,10.752913,3.0468893
5140693571158940000,24.77167421,-17.94768286,373.8443123,10.817838,3.8285542
2824770686019000000,352.9716753,19.93731375,159.9084605,10.828941,3.174079
1952802469918550000,326.5928819,38.21751708,141.8946057,10.830858,2.814188
6133474952391830000,190.1880753,-43.56332198,124.1851333,10.983478,2.663249
4848140361962950000,54.00339388,-44.51436232,272.1615408,10.995456,3.6653757
3864972938605110000,164.1031903,7.002726941,415.1794157,11.038391,4.1848364
6623351805412360000,342.0203382,-24.36962742,130.2706567,11.129232,3.0147228
5243594081269530000,145.6921601,-68.87998538,153.7593454,11.133258,3.1541195
2879455480942620000,355.7815092,36.53631038,119.5794052,11.167953,3.010641
6153483658836320000,189.7008054,-38.38740912,150.0781093,11.226226,3.0590277
3902874650602490000,188.3144928,9.022091625,231.1184978,11.235116,3.5342093
3902874650601950000,188.3146768,9.021829208,223.4774738,11.240162,3.497839
3098328182579890000,122.9946826,8.750401522,147.7218485,11.397289,2.992114
5332606522595640000,176.4566466,-64.84305285,215.6752734,11.423104,0.28574753
2595284016771500000,335.7805928,-17.61050757,138.2280013,11.550707,3.3034801
3377365057060440000,96.17468891,23.43077857,117.7262698,11.662542,2.960165
786834302080370000,177.7301638,48.3730998,124.3377749,11.684706,3.1420422
2161121135533950000,270.5711928,64.26058362,128.3056598,11.758081,3.2589169
3705324881045020000,195.1354745,5.686566854,117.0327051,11.772939,3.1874819
2441630500517070000,1.676350426,-7.546475325,206.3500392,11.773832,3.6749277
5639391810273300000,130.3795014,-32.93649497,117.3961254,11.822395,0.23041058
2159844052779000000,275.603838,62.04499387,119.7518649,11.824005,3.159114
3698534434669930000,183.5647256,0.622727129,123.6429566,11.828689,3.3687391
5254061535106490000,161.0852755,-61.2026383,206.9697751,11.859422,3.6814375
4145870293808910000,271.8839651,-15.96461683,125.4508548,11.863026,3.2195606
4780100658292040000,62.61100026,-53.61299677,140.6960605,11.902864,3.2036524
2079073928612820000,298.4819259,44.41290616,214.574503,11.908311,3.822524
2257597439718030000,274.7432565,66.19061665,130.8530775,11.911708,3.1288576
3907283967108050000,184.7417473,11.12695237,154.6999366,11.926109,3.5332613
660597997696173000,134.5591897,19.76295984,194.144309,11.96628,3.7769175
5535361753834860000,115.0462604,-42.95894881,125.3028455,12.030774,3.3734112
3179036008830840,48.35325824,4.775200171,116.2678144,12.101368,3.3437214
703790044252850000,127.4500924,26.77328597,279.2496391,12.167455,4.3975945
778947608243864000,166.3520897,43.52590762,203.8323439,12.257253,3.8549728
35227046884571700,43.26964248,16.86437382,260.9884407,12.263103,4.5285025
4286249341336980000,282.0747587,7.690323895,131.2790088,12.296879,3.5128498
2552928187080870000,12.29674025,5.376556608,231.7799995,12.299163,0.5975876
470826482637310000,67.81389197,58.96948121,181.2730075,12.33619,0.44229984
660597997697274000,134.5586915,19.76257888,196.261926,12.48557,4.038414
2640434056928150000,353.7970694,-2.392799394,139.3388935,12.623748,3.7062197
5985290231327150000,235.1951775,-51.02810131,187.7289807,12.7359295,4.2261887
3365063724883180000,104.8743512,19.34487369,128.9865983,12.776403,3.7366943
5224460173763880000,174.527965,-77.36075894,119.3418891,12.816201,3.588379
3757613049856220000,162.055184,-11.34280332,219.3302126,12.837447,4.5808744
4994877094997250000,0.548424219,-43.16843962,120.01427,12.895188,0.30948067
6021430250773730000,245.0093512,-37.52540961,117.6791279,12.898023,3.501872
2322561156529540000,6.183609707,-27.13725776,129.3167404,13.158741,3.966424
685103912857072000,135.0956433,21.8320626,157.2685765,13.413064,4.3995686
5273943488410000000,118.3011845,-67.79867245,122.4130192,13.777515,0.85930157
1638979384378690000,267.0161229,70.88157381,160.9952449,13.778201,1.0028296
4339417394313320000,253.8932463,-8.398523023,153.9658652,13.813289,4.7289762
3320184202856430000,89.10409822,5.359344709,123.1988532,13.967377,0.83092594
5393446658454450000,162.0538877,-39.93962595,247.2155869,14.005882,5.153656
6439125097427140000,281.2980439,-63.96056737,249.6651459,14.02148,5.11292
6224387727748520000,224.1569595,-28.16725415,141.7891196,14.061078,4.7689047
3022956969731330000,88.79209556,-4.178927092,155.2373472,14.236672,1.1336575
4293315765165480000,289.2373737,5.144373315,168.9537074,14.3032875,4.971408
2202703050401530000,327.9163604,59.29292978,118.1551366,14.373105,1.05058
3713594960831600000,204.1160794,3.674479287,119.7566165,14.37472,1.1483755
6135947032490320000,194.7766446,-43.60796356,129.4287904,14.83373,4.9685793
2091177593123250000,278.9074488,32.99478716,175.7929668,14.850962,5.1506624
2611561706216410000,343.4835641,-6.784830206,117.1388422,15.421229,1.420248
4860376345833690000,54.89857021,-35.42759364,155.5982131,15.439572,5.057251
