GAIA star id,Right Ascension (deg),Declination (deg),parallax (milliarcsseconds),GAIA g apparent mag,GAIA colour bp - rp
1824534959611830000,296.8469741,18.53431499,5.967380826,2.8368227,1.9357872
6875990375999580000,305.2529804,-14.781406,8.396575006,2.8368742,1.0786076
6674382927491850000,309.3921344,-47.291208,32.89885447,2.8521497,1.2221763
2769202742740230000,3.308970384,15.18355074,6.947422027,2.8534293,0.09509516
1823067317695760000,299.6895908,19.49224711,11.3375452,2.8593628,1.6970007
2610370969483580000,343.1537089,-7.579451402,8.936000082,2.8595295,1.9338799
4039970797062160000,267.464736,-37.04322316,24.73401439,2.860071,1.3463864
2199493438511810000,332.7137698,58.20128528,3.297197892,2.8701382,1.5724754
583588100209595000,133.847991,5.945628594,21.31327288,2.8702028,1.1994629
5253347574087330000,154.2704943,-61.33227881,4.304645226,2.8710227,1.5570004
2858629802998450000,9.832595313,30.86050282,31.57348873,2.8720777,1.4206281
6235406071207200000,239.7129047,-26.11422687,9.67329461,2.8735147,-0.06000185
5538814190283890000,116.3136745,-37.96856044,2.945964927,2.875049,1.8465354
4444057469252260000,254.4157547,9.374984808,37.11250507,2.8820894,1.3088837
5823248090239620000,229.7266175,-68.67968528,17.18088396,2.882312,0.3196814
229898024422755000,59.46359517,40.0100951,5.331620151,2.904279,0.008548498
1517698716348320000,194.0056157,38.31862104,32.7227378,2.9043932,0.2194066
2079784488001570000,296.2439176,45.13102484,21.14741161,2.9163165,0.2526536
2093931938472200000,283.6261412,36.89862859,4.235186838,2.922179,2.384991
5249119024128100000,146.7753575,-65.07197323,3.737304005,2.9269278,0.6949799
2281778105594480000,354.8357808,77.63312481,72.5166921,2.9429574,1.2568743
6270558110774000000,211.5931241,-26.68298803,30.88891167,2.948431,1.3334074
3520586071217870000,187.4650903,-16.51605134,38.0599818,2.9649055,0.19952226
6007749027577770000,230.451037,-36.26175434,11.66155759,2.965608,1.662416
6762701233364890000,286.734747,-27.67154143,28.31954825,2.9668314,1.349406
1614731957531450000,231.2323203,58.96614274,32.52388532,2.9729202,1.3520339
4356298849169860000,244.5807501,-4.692331985,30.5136346,2.977211,1.2300808
6520955322608280000,337.4392141,-43.74920644,9.155560775,2.9805827,2.2058942
1851924859353110000,318.2340888,30.22669677,21.81303236,2.9821486,1.1928167
248577867988535000,55.7314121,47.78739289,6.243474593,2.9823132,0.034811497
4269932382607200000,275.3250594,-2.901942881,52.44130794,2.9904501,1.2370036
3098404220680930000,124.1286318,9.185323936,10.1025929,3.0001826,1.5984769
4314399312979640000,286.352505,13.86305328,38.23294899,3.001118,0.30376935
2896572746685600000,95.07833734,-30.06334878,9.492206211,3.0076509,0.06975937
6586825380598940000,328.4827689,-37.36494849,17.80800124,3.0138354,0.13039613
757565233820538000,169.6195997,33.09443003,7.982310491,3.0204449,1.5898306
1696877570753450000,230.1818713,71.83410166,6.595867222,3.0218675,0.4629395
1487434040320070000,218.0188177,38.30892269,37.91254656,3.022188,0.4798348
5614471482318440000,117.3235388,-24.85979534,3.005899378,3.0238004,1.3292952
5786929090848330000,211.3311135,-76.796907,8.380805498,3.0503223,3.525211
2162316545207250000,316.2328118,43.92785718,2.836313901,3.0638983,1.7368188
1018776176872260000,143.2075398,51.67490604,73.82839808,3.0717425,0.8285754
4164319171172750000,269.7565995,-9.774150851,22.90306018,3.0769866,1.2523377
3288921720025500000,72.46212402,6.961331009,124.6198014,3.0879216,0.8058183
196944217825405000,89.98371736,45.93670032,4.515407302,3.0882971,2.294921
1061909811871140000,172.8504044,69.33099195,8.645797394,3.1029344,1.8182423
6058271964884290000,185.3384932,-60.40074016,14.19986152,3.1038253,1.5515676
5926920079553280000,252.4468214,-59.04149532,10.69933196,3.1050086,1.7179904
1014058103758570000,134.7989643,48.04087147,68.0009993,3.120973,0.50758815
4676528209144880000,63.60655843,-62.47361261,20.34313183,3.1259058,1.1488793
5333974693006460000,173.9449936,-63.01986715,8.276956633,3.1292858,0.27234888
4573412435280430000,258.757857,24.83850639,42.4808454,3.130809,0.34447908
2470140321630660000,17.1484389,-10.18288233,27.06032061,3.1326482,1.3475201
6444391655040240000,300.4366215,-59.37600437,5.910175015,3.137527,3.1189632
6210176643031260000,234.2559551,-28.13505841,15.52666242,3.1413295,1.5495112
454491381981202000,42.67433779,55.89543429,3.265744722,3.1448548,1.7528703
5964991494281650000,253.6450921,-42.36233289,24.23533101,3.1452072,1.531151
1041808368494260000,127.5649113,60.71768972,17.9334531,3.1493552,1.1214743
6195030801635540000,202.4279884,-23.28126748,6.735509778,3.1524858,4.51126
1632499034644720000,257.1964367,65.71479091,7.827423912,3.1570117,0.029368877
1284537517514580000,217.9569377,30.37196933,19.85497607,3.164287,1.4698334
5849837854861490000,220.6247232,-64.97617739,60.99295526,3.1673613,0.54018545
1621259036510500000,224.3950073,65.93259768,9.851444764,3.1697965,2.5372167
201261278441958000,76.62890153,41.23417207,14.02076062,3.1723478,-0.08008838
5557271829408910000,99.44029933,-43.19595284,8.819388529,3.1752331,0.09882474
2195115561168480000,311.3232063,61.84241929,69.59755396,3.1779127,1.1867034
5888394463447010000,228.0704145,-52.09956994,28.76164227,3.1800218,1.1716576
4084834822776240000,284.4326605,-21.10671783,8.409228939,3.1887186,1.3509386
399402894487590000,24.49858186,48.62771419,18.54894002,3.2095633,1.4348543
1278391075717320000,228.8761272,33.31433528,27.07464595,3.2112799,1.2281203
4942522955488920000,28.41082402,-46.30305481,9.749879129,3.213741,2.3134608
6005678131793140000,230.3429206,-40.6476076,6.729571946,3.2144635,-0.1507957
6750856228950040000,300.6646667,-27.70978079,7.26774847,3.220193,2.377509
2211820991085580000,342.4193466,66.19984965,27.28689845,3.222498,1.2832088
2429978803998630000,4.856910935,-8.82408213,11.69961284,3.226718,1.3905072
3561350430457830000,169.8346321,-14.77761947,17.01700205,3.2277887,1.3550568
5044368071870090000,44.56501352,-40.30457516,19.90472781,3.2283852,0.4197197
5965222838410490000,258.0384406,-43.24046943,44.57114677,3.2345328,0.72117686
4594497769766800000,266.6132135,27.71727504,119.9248085,3.2384055,1.0220034
1352588216303340000,250.7242233,38.92187539,29.25947957,3.2446299,1.1990156
1296713990316690000,225.4862721,40.39043449,13.87801805,3.244982,1.1887541
3352485999058850000,101.3218297,12.89474309,54.18943837,3.2463484,0.69255114
5253796346624990000,158.0059326,-61.68528632,6.443814897,3.247181,0.10184884
2043823929421340000,284.7359116,32.68956325,4.96562336,3.2489738,0.23184443
4224225924761320000,302.8263527,-0.821443167,14.26869844,3.249787,0.11145949
5843518239925450000,195.5714388,-71.54896155,37.38863264,3.25495,1.3763945
3748360796947800000,156.5220108,-16.83664498,13.37099586,3.2667334,1.7062087
488354175450563000,57.38032653,65.52591009,3.328805971,3.267435,2.304491
2404579570000680000,343.6623683,-15.82093671,23.14510775,3.2723644,0.27975655
1876510592179450000,342.5015144,24.60139286,28.93397606,3.2745838,1.1968596
5164120762333020000,55.81166331,-9.760083664,110.0253908,3.2755666,1.1661985
2921973698674970000,103.5331161,-24.1841929,1.286929178,3.2783384,1.712198
5909069886210170000,266.4331725,-64.72412275,8.865301791,3.2796018,1.3701215
48026706558487000,67.15467371,19.18027332,22.36535446,3.2804532,1.2369773
2082600852679280000,303.4079623,46.74133774,2.916701118,3.2822554,1.5570946
5136659462996720000,30.00192319,-21.07793985,10.27255113,3.2832906,1.8290713
2983168461421910000,78.23312712,-16.20553469,19.17750619,3.2917867,0.09103608
3478394889483940000,173.2493792,-31.85780757,24.96322195,3.2924726,1.1759143
2442861747380540000,0.490290914,-6.014250427,7.875848527,3.2927852,2.236109
2452378776434470000,26.00905506,-15.9336802,273.8097451,3.3003998,1.0512211
5242895960110580000,153.4337767,-70.03787478,8.297806024,3.3005145,0.15506268
2977433305691610000,70.11058049,-19.67190791,7.522863545,3.308113,2.1698616
1575287046603600000,183.8573483,57.03265316,40.3279007,3.3111024,0.26148772
2084154943646640000,303.8680187,47.71421578,3.255838479,3.3171265,1.7915502
6351709524967490000,335.0085034,-80.43993882,11.12196317,3.318115,2.939926
2478112158887430000,21.00550474,-8.184156539,29.03388111,3.3185785,1.3057001
425040000962559000,12.28522738,57.81272813,168.8321603,3.3200667,0.8868861
3897724469419130000,176.4647373,6.528561818,9.844623713,3.3209586,1.8368912
6456322112116570000,313.7026638,-58.45425431,5.642557219,3.3229845,1.3746657
6880093650314160000,304.5138437,-12.5448414,29.91398685,3.3274162,1.1736479
2386316510063900000,347.3619049,-21.17228098,12.67100502,3.327974,1.4068284
786420645182229000,176.5116439,47.77953162,16.4381633,3.3287191,1.42221
867815979158660000,116.1117106,24.39777125,22.09067959,3.3391395,1.1857357
3970052886914540000,168.5597445,15.42922142,20.315988,3.339625,0.17167759
4679407039823510000,60.2242188,-62.15912698,7.024682246,3.346067,2.3227992
725422076533653000,154.1726657,23.41728026,14.03767909,3.3467774,0.633281
1197588859547180000,237.1846599,18.14117193,8.523070485,3.348804,1.8989244
2603370653827630000,342.3978595,-13.59280014,10.01714643,3.350818,1.818984
511974502720839000,28.5991885,63.67001835,7.003721351,3.3546658,-0.027085543
5773473920382490000,221.9653428,-79.04482599,6.550918438,3.3622816,1.5571752
6427464123776720000,302.1950399,-66.18709128,163.9544145,3.3641381,1.0192785
5778842011026720000,245.0864535,-78.69591352,5.250752723,3.3667247,2.5643404
699870869414974000,137.6615987,30.9629861,6.649020218,3.36875,3.9469929
3662636823132300000,203.6720666,-0.595618102,43.74674588,3.3738446,0.3116889
3312744219988780000,67.16608051,15.87078446,21.81251596,3.3779078,0.39932775
6112195451032540000,207.3759966,-41.68780287,8.047561686,3.3789372,-0.26299977
11166438229308600,51.20302758,9.028538894,15.0788133,3.3823738,1.1385627
1421593566062030000,268.3829684,56.87299266,29.06031539,3.3842714,1.3848119
872128538640246000,113.9804614,26.89527338,12.87605686,3.3864715,1.8178422
5537302945910490000,118.0542305,-40.57574898,8.983792701,3.393327,1.2631924
6801963487915160000,312.9553323,-26.91914395,5.897469348,3.3990402,1.850532
4871775051598300000,66.00955538,-34.016634,11.12696745,3.400128,1.6860547
3312052249215270000,64.94888617,15.62753819,21.66454874,3.4027567,1.2049625
